symbol,name,security
TST,"TheStreet, Inc.","TheStreet, Inc. - Common Stock"
TTD,"The Trade Desk, Inc.","The Trade Desk, Inc. - Class A Common Stock"
TTEC,"TTEC Holdings, Inc.","TTEC Holdings, Inc. - Common Stock"
TTEK,"Tetra Tech, Inc.","Tetra Tech, Inc. - Common Stock"
TTGT,"TechTarget, Inc.","TechTarget, Inc. - Common Stock"
TTMI,"TTM Technologies, Inc.","TTM Technologies, Inc. - Common Stock"
TTNP,"Titan Pharmaceuticals, Inc.","Titan Pharmaceuticals, Inc. - Common Stock"
TTOO,"T2 Biosystems, Inc.","T2 Biosystems, Inc. - Common Stock"
TTPH,"Tetraphase Pharmaceuticals, Inc.","Tetraphase Pharmaceuticals, Inc. - Common Stock"
TTS,"Tile Shop Hldgs, Inc.","Tile Shop Hldgs, Inc. - Common Stock"
TTWO,Take,"Take-Two Interactive Software, Inc. - Common Stock"
TUES,Tuesday Morning Corp.,Tuesday Morning Corp. - Common Stock
TUR,iShares MSCI Turkey ETF,iShares MSCI Turkey ETF
TURN,180 Degree Capital Corp.,180 Degree Capital Corp. - Common Stock
TUSA,First Trust Total US Market AlphaDEX ETF,First Trust Total US Market AlphaDEX ETF
TUSK,"Mammoth Energy Services, Inc.","Mammoth Energy Services, Inc. - Common Stock"
TVIX,Credit Suisse AG,Credit Suisse AG - VelocityShares Daily 2x VIX Short Term ETN
TVTY,"Tivity Health, Inc.","Tivity Health, Inc. - Common Stock"
TWIN,"Twin Disc, Incorporated","Twin Disc, Incorporated - Common Stock"
TWLV,Twelve Seas Investment Company,Twelve Seas Investment Company - Ordinary Shares
TWLVR,Twelve Seas Investment Company,Twelve Seas Investment Company - Rights
TWLVU,Twelve Seas Investment Company,Twelve Seas Investment Company - Units
TWLVW,Twelve Seas Investment Company,Twelve Seas Investment Company - Warrant
TWMC,Trans World Entertainment Corp.,Trans World Entertainment Corp. - Common Stock
TWNK,"Hostess Brands, Inc.","Hostess Brands, Inc. - Class A Common Stock"
TWNKW,"Hostess Brands, Inc.","Hostess Brands, Inc. - Warrants"
TWOU,"2U, Inc.","2U, Inc. - Common Stock"
TXMD,"TherapeuticsMD, Inc.","TherapeuticsMD, Inc. - Common Stock"
TXN,Texas Instruments Incorporated,Texas Instruments Incorporated - Common Stock
TXRH,"Texas Roadhouse, Inc.","Texas Roadhouse, Inc. - Common Stock"
TYHT,"Shineco, Inc.","Shineco, Inc. - Common Stock"
TYME,"Tyme Technologies, Inc.","Tyme Technologies, Inc. - Common Stock"
TYPE,Monotype Imaging Holdings Inc.,Monotype Imaging Holdings Inc. - Common Stock
TZACU,Tenzing Acquisition Corp.,Tenzing Acquisition Corp. - Units
TZOO,Travelzoo,Travelzoo - Common Stock
UAE,iShares MSCI UAE ETF,iShares MSCI UAE ETF
UBCP,"United Bancorp, Inc.","United Bancorp, Inc. - Common Stock"
UBFO,United Security Bancshares,United Security Bancshares - Common Stock
UBIO,Proshares UltraPro Nasdaq Biotechnology,Proshares UltraPro Nasdaq Biotechnology
UBNK,"United Financial Bancorp, Inc.","United Financial Bancorp, Inc.  - Common Stock"
UBNT,"Ubiquiti Networks, Inc.","Ubiquiti Networks, Inc. - Common Stock"
UBOH,"United Bancshares, Inc.","United Bancshares, Inc. - Common Stock"
UBSH,Union Bankshares Corporation,Union Bankshares Corporation - Common Stock
UBSI,"United Bankshares, Inc.","United Bankshares, Inc. - Common Stock"
UBX,"Unity Biotechnology, Inc.","Unity Biotechnology, Inc. - Common Stock"
UCBA,United Community Bancorp,United Community Bancorp - Common Stock
UCBI,"United Community Banks, Inc.","United Community Banks, Inc. - Common Stock"
UCFC,United Community Financial Corp.,United Community Financial Corp. - Common Stock
UCTT,"Ultra Clean Holdings, Inc.","Ultra Clean Holdings, Inc. - Common Stock"
UDBI,Legg Mason US Diversified Core ETF,Legg Mason US Diversified Core ETF
UEIC,Universal Electronics Inc.,Universal Electronics Inc. - Common Stock
UEPS,"Net 1 UEPS Technologies, Inc.","Net 1 UEPS Technologies, Inc. - Common Stock"
UFCS,"United Fire Group, Inc","United Fire Group, Inc - Common Stock"
UFPI,"Universal Forest Products, Inc.","Universal Forest Products, Inc. - Common Stock"
UFPT,"UFP Technologies, Inc.","UFP Technologies, Inc. - Common Stock"
UG,United,"United-Guardian, Inc. - Common Stock"
UGLD,Credit Suisse AG,Credit Suisse AG - VelocityShares 3x Long Gold ETN
UHAL,Amerco,Amerco - Common Stock
UIHC,United Insurance Holdings Corp.,United Insurance Holdings Corp. - Common Stock
ULBI,Ultralife Corporation,Ultralife Corporation - Common Stock
ULH,"Universal Logistics Holdings, Inc.","Universal Logistics Holdings, Inc. - Common Stock"
ULTA,"Ulta Beauty, Inc.","Ulta Beauty, Inc. - Common Stock"
ULTI,"The Ultimate Software Group, Inc.","The Ultimate Software Group, Inc. - Common Stock"
UMBF,UMB Financial Corporation,UMB Financial Corporation - Common Stock
UMPQ,Umpqua Holdings Corporation,Umpqua Holdings Corporation - Common Stock
UMRX,Unum Therapeutics Inc.,Unum Therapeutics Inc. - Common Stock
UNAM,Unico American Corporation,Unico American Corporation - Common Stock
UNB,"Union Bankshares, Inc.","Union Bankshares, Inc. - Common Stock"
UNFI,"United Natural Foods, Inc.","United Natural Foods, Inc. - Common Stock"
UNIT,Uniti Group Inc.,Uniti Group Inc. - Common Stock
UNTY,"Unity Bancorp, Inc.","Unity Bancorp, Inc. - Common Stock"
UONE,"Urban One, Inc.","Urban One, Inc.  - Class A Common Stock"
UONEK,"Urban One, Inc.","Urban One, Inc.  - Class D Common Stock"
UPL,Ultra Petroleum Corp.,Ultra Petroleum Corp. - Common Stock
UPLD,"Upland Software, Inc.","Upland Software, Inc. - Common Stock"
URBN,"Urban Outfitters, Inc.","Urban Outfitters, Inc. - Common Stock"
URGN,UroGen Pharma Ltd.,UroGen Pharma Ltd. - Ordinary Shares
USAK,"USA Truck, Inc.","USA Truck, Inc. - Common Stock"
USAP,"Universal Stainless & Alloy Products, Inc.","Universal Stainless & Alloy Products, Inc. - Common Stock"
USAT,"USA Technologies, Inc.","USA Technologies, Inc. - Common Stock"
USATP,"USA Technologies, Inc.","USA Technologies, Inc. - Preferred Stock"
USAU,U.S. Gold Corp.,U.S. Gold Corp. - Common Stock
USCR,"U S Concrete, Inc.","U S Concrete, Inc. - Common Stock"
USEG,U.S. Energy Corp.,U.S. Energy Corp. - Common Stock
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,iShares Broad USD Investment Grade Corporate Bond ETF
USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,Invesco Russell 1000 Low Beta Equal Weight ETF
USLM,"United States Lime & Minerals, Inc.","United States Lime & Minerals, Inc. - Common Stock"
USLV,Credit Suisse AG,Credit Suisse AG - VelocityShares 3x Long Silver ETN
USMC,Principal U.S. Mega,Principal U.S. Mega-Cap Multi-Factor Index ETF
USOI,Credit Suisse AG,Credit Suisse AG - Credit Suisse X-Links Crude Oil Shares Covered Call ETN
UTHR,United Therapeutics Corporation,United Therapeutics Corporation - Common Stock
UTMD,"Utah Medical Products, Inc.","Utah Medical Products, Inc. - Common Stock"
UTSI,UTStarcom Holdings Corp,UTStarcom Holdings Corp - Ordinary Shares
UVSP,Univest Corporation of Pennsylvania,Univest Corporation of Pennsylvania - Common Stock
UXIN,Uxin Limited,Uxin Limited - ADS
VALU,"Value Line, Inc.","Value Line, Inc. - Common Stock"
VALX,Validea Market Legends ETF,Validea Market Legends ETF
VBFC,Village Bank and Trust Financial Corp.,Village Bank and Trust Financial Corp. - Common Stock
VBIV,"VBI Vaccines, Inc.","VBI Vaccines, Inc. - Ordinary Shares"
VBLT,Vascular Biogenics Ltd.,Vascular Biogenics Ltd. - Ordinary Shares
VBTX,"Veritex Holdings, Inc.","Veritex Holdings, Inc. - Common Stock"
VC,Visteon Corporation,Visteon Corporation - Common Stock
VCEL,Vericel Corporation,Vericel Corporation - Common Stock
VCIT,Vanguard Intermediate,Vanguard Intermediate-Term Corporate Bond ETF
VCLT,Vanguard Long,Vanguard Long-Term Corporate Bond ETF
VCNX,"Vaccinex, Inc.","Vaccinex, Inc. - Common Stock"
VCSH,Vanguard Short,Vanguard Short-Term Corporate Bond ETF
VCTR,"Victory Capital Holdings, Inc.","Victory Capital Holdings, Inc. - Common Stock"
VCYT,"Veracyte, Inc.","Veracyte, Inc. - Common Stock"
VEAC,Vantage Energy Acquisition Corp.,Vantage Energy Acquisition Corp. - Class A Common Stock
VEACU,Vantage Energy Acquisition Corp.,Vantage Energy Acquisition Corp. - Unit
VEACW,Vantage Energy Acquisition Corp.,Vantage Energy Acquisition Corp. - Warrant
VECO,Veeco Instruments Inc.,Veeco Instruments Inc. - Common Stock
VEON,VEON Ltd.,VEON Ltd. - American Depositary Shares
VERI,"Veritone, Inc.","Veritone, Inc. - Common Stock"
VERU,Veru Inc.,Veru Inc. - Common Stock
VETS,Pacer Military Times Best Employers ETF,Pacer Military Times Best Employers ETF
VGIT,Vanguard Intermediate,Vanguard Intermediate-Term Treasury ETF
VGLT,Vanguard Long,Vanguard Long-Treasury ETF
VGSH,Vanguard Short,Vanguard Short-Term Treasury ETF
VIA,Viacom Inc.,Viacom Inc. - Class A Common Stock
VIAB,Viacom Inc.,Viacom Inc. - Class B Common Stock
VIAV,Viavi Solutions Inc.,Viavi Solutions Inc. - Common Stock
VICL,Vical Incorporated,Vical Incorporated - Common Stock
VICR,Vicor Corporation,Vicor Corporation - Common Stock
VIGI,Vanguard International Dividend Appreciation ETF,Vanguard International Dividend Appreciation ETF
VIIX,Credit Suisse AG,Credit Suisse AG - VelocityShares VIX Short Term ETN
VIRC,Virco Manufacturing Corporation,Virco Manufacturing Corporation - Common Stock
VIRT,"Virtu Financial, Inc.","Virtu Financial, Inc. - Class A Common Stock"
VIVE,"Viveve Medical, Inc.","Viveve Medical, Inc. - Common Stock"
VIVO,Meridian Bioscience Inc.,Meridian Bioscience Inc. - Common Stock
VKTX,"Viking Therapeutics, Inc.","Viking Therapeutics, Inc. - Common Stock"
VKTXW,"Viking Therapeutics, Inc.","Viking Therapeutics, Inc. - Warrants"
VLGEA,"Village Super Market, Inc.","Village Super Market, Inc. - Class A Common Stock"
VLRX,"Valeritas Holdings, Inc.","Valeritas Holdings, Inc. - Common Stock"
VMBS,Vanguard Mortgage,Vanguard Mortgage-Backed Securities ETF
VNDA,Vanda Pharmaceuticals Inc.,Vanda Pharmaceuticals Inc. - Common Stock
VNET,"21Vianet Group, Inc.","21Vianet Group, Inc. - American Depositary Shares"
VNOM,Viper Energy Partners LP,Viper Energy Partners LP - Common Unit
VNQI,Vanguard Global ex,Vanguard Global ex-U.S. Real Estate ETF
VOD,Vodafone Group Plc,Vodafone Group Plc - American Depositary Shares each representing ten Ordinary Shares
VONE,Vanguard Russell 1000 ETF,Vanguard Russell 1000 ETF
VONG,Vanguard Russell 1000 Growth ETF,Vanguard Russell 1000 Growth ETF
VONV,Vanguard Russell 1000 Value ETF,Vanguard Russell 1000 Value ETF
VOXX,VOXX International Corporation,VOXX International Corporation - Class A Common Stock
VRA,"Vera Bradley, Inc.","Vera Bradley, Inc. - Common Stock"
VRAY,"ViewRay, Inc.","ViewRay, Inc. - Common Stock"
VRCA,Verrica Pharmaceuticals Inc.,Verrica Pharmaceuticals Inc. - Common Stock
VREX,Varex Imaging Corporation,Varex Imaging Corporation - Common Stock
VRIG,Invesco Variable Rate Investment Grade ETF,Invesco Variable Rate Investment Grade ETF
VRML,"Vermillion, Inc.","Vermillion, Inc. - Common Stock"
VRNA,Verona Pharma plc,Verona Pharma plc - American Depositary Share
VRNS,"Varonis Systems, Inc.","Varonis Systems, Inc. - Common Stock"
VRNT,Verint Systems Inc.,Verint Systems Inc. - Common Stock
VRSK,"Verisk Analytics, Inc.","Verisk Analytics, Inc. - Common Stock"
VRSN,"VeriSign, Inc.","VeriSign, Inc. - Common Stock"
VRTS,"Virtus Investment Partners, Inc.","Virtus Investment Partners, Inc. - Common Stock"
VRTSP,"Virtus Investment Partners, Inc.","Virtus Investment Partners, Inc. - 7.25% Series D Mandatory Convertible Preferred Stock"
VRTU,Virtusa Corporation,Virtusa Corporation - common stock
VRTX,Vertex Pharmaceuticals Incorporated,Vertex Pharmaceuticals Incorporated - Common Stock
VSAR,"Versartis, Inc.","Versartis, Inc. - Common Stock"
VSAT,"ViaSat, Inc.","ViaSat, Inc. - Common Stock"
VSDA,VictoryShares Dividend Accelerator ETF,VictoryShares Dividend Accelerator ETF
VSEC,VSE Corporation,VSE Corporation - Common Stock
VSMV,VictoryShares US Multi,VictoryShares US Multi-Factor Minimum Volatility ETF
VSTM,"Verastem, Inc.","Verastem, Inc. - Common Stock"
VTC,Vanguard Total Corporate Bond ETF,Vanguard Total Corporate Bond ETF
VTGN,"VistaGen Therapeutics, Inc.","VistaGen Therapeutics, Inc. - Common Stock"
VTHR,Vanguard Russell 3000 ETF,Vanguard Russell 3000 ETF
VTIP,Vanguard Short,Vanguard Short-Term Inflation-Protected Securities Index Fund
VTIQ,VectoIQ Acquisition Corp.,VectoIQ Acquisition Corp. - Common Stock
VTIQU,VectoIQ Acquisition Corp.,VectoIQ Acquisition Corp. - Unit
VTIQW,VectoIQ Acquisition Corp.,VectoIQ Acquisition Corp. - Warrant
VTL,"Vital Therapies, Inc.","Vital Therapies, Inc. - Common Stock"
VTNR,"Vertex Energy, Inc","Vertex Energy, Inc - Common Stock"
VTSI,"VirTra, Inc.","VirTra, Inc. - Common Stock"
VTVT,vTv Therapeutics Inc.,vTv Therapeutics Inc. - Class A Common Stock
VTWG,Vanguard Russell 2000 Growth ETF,Vanguard Russell 2000 Growth ETF
VTWO,Vanguard Russell 2000 ETF,Vanguard Russell 2000 ETF
VTWV,Vanguard Russell 2000 Value ETF,Vanguard Russell 2000 Value ETF
VUZI,Vuzix Corporation,Vuzix Corporation - Common Stock
VVPR,VivoPower International PLC,VivoPower International PLC - Ordinary Shares
VVUS,"VIVUS, Inc.","VIVUS, Inc. - Common Stock"
VWOB,Vanguard Emerging Markets Government Bond ETF,Vanguard Emerging Markets Government Bond ETF
VXRT,"Vaxart, Inc.","Vaxart, Inc. - Common Stock"
VXUS,Vanguard Total International Stock ETF,Vanguard Total International Stock ETF
VYGR,"Voyager Therapeutics, Inc.","Voyager Therapeutics, Inc. - Common Stock"
VYMI,Vanguard International High Dividend Yield ETF,Vanguard International High Dividend Yield ETF
WABC,Westamerica Bancorporation,Westamerica Bancorporation - Common Stock
WAFD,"Washington Federal, Inc.","Washington Federal, Inc. - Common Stock"
WAFDW,"Washington Federal, Inc.","Washington Federal, Inc. - Warrants 11/14/2018"
WASH,"Washington Trust Bancorp, Inc.","Washington Trust Bancorp, Inc. - Common Stock"
WATT,Energous Corporation,Energous Corporation - Common Stock
WB,Weibo Corporation,Weibo Corporation - American Depositary Share
WBA,"Walgreens Boots Alliance, Inc.","Walgreens Boots Alliance, Inc. - Common Stock"
WCFB,"WCF Bancorp, Inc.","WCF Bancorp, Inc. - Common Stock"
WDAY,"Workday, Inc.","Workday, Inc. - Class A Common Stock"
WDC,Western Digital Corporation,Western Digital Corporation - Common Stock
WDFC,WD,WD-40 Company - Common Stock
WEB,"Web.com Group, Inc.","Web.com Group, Inc. - Common Stock"
WEBK,"Wellesley Bancorp, Inc.","Wellesley Bancorp, Inc. - Common Stock"
WEN,Wendy's Company (The),Wendy's Company (The) - Common Stock
WERN,"Werner Enterprises, Inc.","Werner Enterprises, Inc. - Common Stock"
WETF,"WisdomTree Investments, Inc.","WisdomTree Investments, Inc. - Common Stock"
WEYS,"Weyco Group, Inc.","Weyco Group, Inc. - Common Stock"
WHF,"WhiteHorse Finance, Inc.","WhiteHorse Finance, Inc. - Common Stock"
WHLM,"Wilhelmina International, Inc.","Wilhelmina International, Inc. - Common Stock"
WHLR,"Wheeler Real Estate Investment Trust, Inc.","Wheeler Real Estate Investment Trust, Inc. - Common Stock"
WHLRD,"Wheeler Real Estate Investment Trust, Inc.","Wheeler Real Estate Investment Trust, Inc. - Series D Cumulative Preferred Stock"
WHLRP,"Wheeler Real Estate Investment Trust, Inc.","Wheeler Real Estate Investment Trust, Inc. - Preferred Stock"
WHLRW,"Wheeler Real Estate Investment Trust, Inc.","Wheeler Real Estate Investment Trust, Inc. - Warrants"
WIFI,"Boingo Wireless, Inc.","Boingo Wireless, Inc. - Common Stock"
WILC,G. Willi,"G. Willi-Food International,  Ltd. - Ordinary Shares"
WIN,"Windstream Holdings, Inc.","Windstream Holdings, Inc. - Common Stock"
WINA,Winmark Corporation,Winmark Corporation - Common Stock
WING,Wingstop Inc.,Wingstop Inc. - Common Stock
WINS,Wins Finance Holdings Inc.,Wins Finance Holdings Inc. - Ordinary Shares (Cayman Islands)
WIRE,Encore Wire Corporation,Encore Wire Corporation - Common Stock
WISA,"Summit Semiconductor, Inc.","Summit Semiconductor, Inc. - Common Stock"
WIX,Wix.com Ltd.,Wix.com Ltd. - Ordinary Shares
WKHS,"Workhorse Group, Inc.","Workhorse Group, Inc. - Common Stock"
WLDN,"Willdan Group, Inc.","Willdan Group, Inc. - Common Stock"
WLFC,Willis Lease Finance Corporation,Willis Lease Finance Corporation - Common Stock
WLTW,Willis Towers Watson Public Limited Company,Willis Towers Watson Public Limited Company - Ordinary Shares
WMGI,Wright Medical Group N.V.,Wright Medical Group N.V. - Ordinary Shares
WMGIZ,Wright Medical Group N.V.,Wright Medical Group N.V. - Contingent Value Right
WMIH,WMIH Corp.,WMIH Corp. - Common Stock
WNEB,"Western New England Bancorp, Inc.","Western New England Bancorp, Inc. - Common Stock"
WOOD,iShares S&P Global Timber & Forestry Index Fund,iShares S&P Global Timber & Forestry Index Fund
WPRT,Westport Fuel Systems Inc,Westport Fuel Systems Inc - Common Shares
WRLD,World Acceptance Corporation,World Acceptance Corporation - Common Stock
WRLS,Pensare Acquisition Corp.,Pensare Acquisition Corp. - Common Stock
WRLSR,Pensare Acquisition Corp.,Pensare Acquisition Corp. - Right
WRLSU,Pensare Acquisition Corp.,Pensare Acquisition Corp. - Unit
WRLSW,Pensare Acquisition Corp.,Pensare Acquisition Corp. - Warrant
WSBC,"WesBanco, Inc.","WesBanco, Inc. - Common Stock"
WSBF,"Waterstone Financial, Inc.","Waterstone Financial, Inc. - Common Stock"
WSC,WillScot Corporation,WillScot Corporation - Common Stock
WSCI,WSI Industries Inc.,WSI Industries Inc. - Common Stock
WSFS,WSFS Financial Corporation,WSFS Financial Corporation - Common Stock
WSTG,"Wayside Technology Group, Inc.","Wayside Technology Group, Inc. - Common Stock"
WSTL,"Westell Technologies, Inc.","Westell Technologies, Inc. - Class A Common Stock"
WTBA,West Bancorporation,West Bancorporation - Common Stock
WTFC,Wintrust Financial Corporation,Wintrust Financial Corporation - Common Stock
WTFCM,Wintrust Financial Corporation,"Wintrust Financial Corporation - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series D"
WTFCW,Wintrust Financial Corporation,Wintrust Financial Corporation - Warrants
WVE,Wave Life Sciences Ltd.,Wave Life Sciences Ltd. - Ordinary Shares
WVFC,WVS Financial Corp.,WVS Financial Corp. - Common Stock
WVVI,"Willamette Valley Vineyards, Inc.","Willamette Valley Vineyards, Inc. - Common Stock"
WVVIP,"Willamette Valley Vineyards, Inc.","Willamette Valley Vineyards, Inc. - Series A Redeemable Preferred Stock"
WWD,"Woodward, Inc.","Woodward, Inc. - Common Stock"
WWR,"Westwater Resources, Inc.","Westwater Resources, Inc. - Common Stock"
WYNN,"Wynn Resorts, Limited","Wynn Resorts, Limited - Common Stock"
XBIO,"Xenetic Biosciences, Inc.","Xenetic Biosciences, Inc. - Common Stock"
XBIT,XBiotech Inc.,XBiotech Inc. - Common Stock
XCRA,Xcerra Corporation,Xcerra Corporation - Common Stock
XEL,Xcel Energy Inc.,Xcel Energy Inc. - Common Stock
XELA,"Exela Technologies, Inc.","Exela Technologies, Inc. - Common Stock"
XELB,"Xcel Brands, Inc","Xcel Brands, Inc - Common Stock"
XENE,Xenon Pharmaceuticals Inc.,Xenon Pharmaceuticals Inc. - Common Shares
XENT,"Intersect ENT, Inc.","Intersect ENT, Inc. - Common Stock"
XERS,"Xeris Pharmaceuticals, Inc.","Xeris Pharmaceuticals, Inc. - Common Stock"
XGTI,"XG Technology, Inc","XG Technology, Inc - Common Stock"
XLNX,"Xilinx, Inc.","Xilinx, Inc. - Common Stock"
XLRN,Acceleron Pharma Inc.,Acceleron Pharma Inc. - Common Stock
XNCR,"Xencor, Inc.","Xencor, Inc. - Common Stock"
XNET,Xunlei Limited,Xunlei Limited - American Depositary Receipts
XOG,"Extraction Oil & Gas, Inc.","Extraction Oil & Gas, Inc. - Common Stock"
XOMA,XOMA Corporation,XOMA Corporation - Common Stock
XONE,The ExOne Company,The ExOne Company - Common Stock
XPER,"Xperi Corporation ",Xperi Corporation  - Common Stock
XRAY,DENTSPLY SIRONA Inc.,DENTSPLY SIRONA Inc. - Common Stock
XSPA,"XpresSpa Group, Inc.","XpresSpa Group, Inc.  - Common Stock"
