Year,Category,Full Name,Motivation,Laureate Type,Prize Share,Prize,Laureate ID,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country
2001,Physiology or Medicine,Sir Paul M. Nurse,"""for their discoveries of key regulators of the cell cycle""",Individual,1/3,The Nobel Prize in Physiology or Medicine 2001,737.0,1949-01-25,Norwich,United Kingdom,Male,Imperial Cancer Research Fund,London,United Kingdom,,,
2002,Physiology or Medicine,Sydney Brenner,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",Individual,1/3,The Nobel Prize in Physiology or Medicine 2002,750.0,1927-01-13,Germiston,South Africa,Male,The Molecular Sciences Institute,"Berkeley, CA",United States of America,,,
2002,Physiology or Medicine,H. Robert Horvitz,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",Individual,1/3,The Nobel Prize in Physiology or Medicine 2002,751.0,1947-05-08,"Chicago, IL",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,
2002,Physiology or Medicine,John E. Sulston,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",Individual,1/3,The Nobel Prize in Physiology or Medicine 2002,752.0,1942-03-27,Cambridge,United Kingdom,Male,The Wellcome Trust Sanger Institute,Cambridge,United Kingdom,,,
2003,Physiology or Medicine,Paul C. Lauterbur,"""for their discoveries concerning magnetic resonance imaging""",Individual,1/2,The Nobel Prize in Physiology or Medicine 2003,764.0,1929-05-06,"Sidney, OH",United States of America,Male,University of Illinois,"Urbana, IL",United States of America,2007-03-27,"Urbana, IL",United States of America
2003,Physiology or Medicine,Sir Peter Mansfield,"""for their discoveries concerning magnetic resonance imaging""",Individual,1/2,The Nobel Prize in Physiology or Medicine 2003,765.0,1933-10-09,London,United Kingdom,Male,"University of Nottingham, School of Physics and Astronomy",Nottingham,United Kingdom,2017-02-08,,
2004,Physiology or Medicine,Richard Axel,"""for their discoveries of odorant receptors and the organization of the olfactory system""",Individual,1/2,The Nobel Prize in Physiology or Medicine 2004,774.0,1946-07-02,"New York, NY",United States of America,Male,Columbia University,"New York, NY",United States of America,,,
2004,Physiology or Medicine,Linda B. Buck,"""for their discoveries of odorant receptors and the organization of the olfactory system""",Individual,1/2,The Nobel Prize in Physiology or Medicine 2004,775.0,1947-01-29,"Seattle, WA",United States of America,Female,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,,,
2005,Physiology or Medicine,Barry J. Marshall,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",Individual,1/2,The Nobel Prize in Physiology or Medicine 2005,789.0,1951-09-30,Kalgoorlie,Australia,Male,"NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre",Nedlands,Australia,,,
2005,Physiology or Medicine,Barry J. Marshall,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",Individual,1/2,The Nobel Prize in Physiology or Medicine 2005,789.0,1951-09-30,Kalgoorlie,Australia,Male,University of Western Australia,Perth,Australia,,,
2005,Physiology or Medicine,J. Robin Warren,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",Individual,1/2,The Nobel Prize in Physiology or Medicine 2005,790.0,1937-06-11,Adelaide,Australia,Male,,Perth,Australia,,,
2006,Physiology or Medicine,Andrew Z. Fire,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",Individual,1/2,The Nobel Prize in Physiology or Medicine 2006,802.0,1959-04-27,"Stanford, CA",United States of America,Male,Stanford University School of Medicine,"Stanford, CA",United States of America,,,
2006,Physiology or Medicine,Craig C. Mello,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",Individual,1/2,The Nobel Prize in Physiology or Medicine 2006,803.0,1960-10-19,"New Haven, CT",United States of America,Male,University of Massachusetts Medical School,"Worcester, MA",United States of America,,,
2007,Physiology or Medicine,Mario R. Capecchi,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",Individual,1/3,The Nobel Prize in Physiology or Medicine 2007,811.0,1937-10-06,Verona,Italy,Male,University of Utah,"Salt Lake City, UT",United States of America,,,
2007,Physiology or Medicine,Mario R. Capecchi,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",Individual,1/3,The Nobel Prize in Physiology or Medicine 2007,811.0,1937-10-06,Verona,Italy,Male,Howard Hughes Medical Institute,,,,,
2007,Physiology or Medicine,Sir Martin J. Evans,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",Individual,1/3,The Nobel Prize in Physiology or Medicine 2007,812.0,1941-01-01,Stroud,United Kingdom,Male,Cardiff University,Cardiff,United Kingdom,,,
2007,Physiology or Medicine,Oliver Smithies,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",Individual,1/3,The Nobel Prize in Physiology or Medicine 2007,813.0,1925-06-23,Halifax,United Kingdom,Male,University of North Carolina,"Chapel Hill, NC",United States of America,2017-01-10,"Chapel Hill, NC",United States of America
2008,Physiology or Medicine,Harald zur Hausen,"""for his discovery of human papilloma viruses causing cervical cancer""",Individual,1/2,The Nobel Prize in Physiology or Medicine 2008,823.0,1936-03-11,Gelsenkirchen,Germany,Male,German Cancer Research Center,Heidelberg,Germany,,,
2008,Physiology or Medicine,Françoise Barré-Sinoussi,"""for their discovery of human immunodeficiency virus""",Individual,1/4,The Nobel Prize in Physiology or Medicine 2008,824.0,1947-07-30,Paris,France,Female,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur",Paris,France,,,
2008,Physiology or Medicine,Luc Montagnier,"""for their discovery of human immunodeficiency virus""",Individual,1/4,The Nobel Prize in Physiology or Medicine 2008,825.0,1932-08-18,Chabris,France,Male,World Foundation for AIDS Research and Prevention,Paris,France,,,
2009,Physiology or Medicine,Elizabeth H. Blackburn,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Individual,1/3,The Nobel Prize in Physiology or Medicine 2009,835.0,1948-11-26,"Hobart, Tasmania",Australia,Female,University of California,"San Francisco, CA",United States of America,,,
2009,Physiology or Medicine,Carol W. Greider,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Individual,1/3,The Nobel Prize in Physiology or Medicine 2009,836.0,1961-04-15,"San Diego, CA",United States of America,Female,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America,,,
2009,Physiology or Medicine,Jack W. Szostak,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Individual,1/3,The Nobel Prize in Physiology or Medicine 2009,837.0,1952-11-09,London,United Kingdom,Male,Harvard Medical School,"Boston, MA",United States of America,,,
2009,Physiology or Medicine,Jack W. Szostak,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Individual,1/3,The Nobel Prize in Physiology or Medicine 2009,837.0,1952-11-09,London,United Kingdom,Male,Massachusetts General Hospital,"Boston, MA",United States of America,,,
2009,Physiology or Medicine,Jack W. Szostak,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Individual,1/3,The Nobel Prize in Physiology or Medicine 2009,837.0,1952-11-09,London,United Kingdom,Male,Howard Hughes Medical Institute,,,,,
2010,Physiology or Medicine,Robert G. Edwards,"""for the development of in vitro fertilization""",Individual,1/1,The Nobel Prize in Physiology or Medicine 2010,848.0,1925-09-27,Batley,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,2013-04-10,Cambridge,United Kingdom
2011,Physiology or Medicine,Bruce A. Beutler,"""for their discoveries concerning the activation of innate immunity""",Individual,1/4,The Nobel Prize in Physiology or Medicine 2011,861.0,1957-12-29,"Chicago, IL",United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,,,
2011,Physiology or Medicine,Bruce A. Beutler,"""for their discoveries concerning the activation of innate immunity""",Individual,1/4,The Nobel Prize in Physiology or Medicine 2011,861.0,1957-12-29,"Chicago, IL",United States of America,Male,The Scripps Research Institute,"La Jolla, CA",United States of America,,,
2011,Physiology or Medicine,Jules A. Hoffmann,"""for their discoveries concerning the activation of innate immunity""",Individual,1/4,The Nobel Prize in Physiology or Medicine 2011,862.0,1941-08-02,Echternach,Luxembourg,Male,University of Strasbourg,Strasbourg,France,,,
2011,Physiology or Medicine,Ralph M. Steinman,"""for his discovery of the dendritic cell and its role in adaptive immunity""",Individual,1/2,The Nobel Prize in Physiology or Medicine 2011,863.0,1943-01-14,Montreal,Canada,Male,Rockefeller University,"New York, NY",United States of America,2011-09-30,,
2012,Physiology or Medicine,Sir John B. Gurdon,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",Individual,1/2,The Nobel Prize in Physiology or Medicine 2012,874.0,1933-10-02,Dippenhall,United Kingdom,Male,Gurdon Institute,Cambridge,United Kingdom,,,
2012,Physiology or Medicine,Shinya Yamanaka,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",Individual,1/2,The Nobel Prize in Physiology or Medicine 2012,875.0,1962-09-04,Osaka,Japan,Male,Kyoto University,Kyoto,Japan,,,
2012,Physiology or Medicine,Shinya Yamanaka,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",Individual,1/2,The Nobel Prize in Physiology or Medicine 2012,875.0,1962-09-04,Osaka,Japan,Male,Gladstone Institutes,"San Francisco, CA",United States of America,,,
2013,Physiology or Medicine,James E. Rothman,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",Individual,1/3,The Nobel Prize in Physiology or Medicine 2013,884.0,1950-11-03,"Haverhill, MA",United States of America,Male,Yale University,"New Haven, CT",United States of America,,,
2013,Physiology or Medicine,Randy W. Schekman,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",Individual,1/3,The Nobel Prize in Physiology or Medicine 2013,885.0,1948-12-30,"St. Paul, MN",United States of America,Male,University of California,"Berkeley, CA",United States of America,,,
2013,Physiology or Medicine,Randy W. Schekman,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",Individual,1/3,The Nobel Prize in Physiology or Medicine 2013,885.0,1948-12-30,"St. Paul, MN",United States of America,Male,Howard Hughes Medical Institute,,,,,
2013,Physiology or Medicine,Thomas C. Südhof,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",Individual,1/3,The Nobel Prize in Physiology or Medicine 2013,886.0,1955-12-22,Göttingen,Germany,Male,Stanford University,"Stanford, CA",United States of America,,,
2013,Physiology or Medicine,Thomas C. Südhof,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",Individual,1/3,The Nobel Prize in Physiology or Medicine 2013,886.0,1955-12-22,Göttingen,Germany,Male,Howard Hughes Medical Institute,,,,,
2014,Physiology or Medicine,John O'Keefe,"""for their discoveries of cells that constitute a positioning system in the brain""",Individual,1/2,The Nobel Prize in Physiology or Medicine 2014,903.0,1939-11-18,"New York, NY",United States of America,Male,University College,London,United Kingdom,,,
